epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
28,4843.76,0.87901,0.90782,0.00738,0.60094,0.7262,0.68511,0.57074,0.71112,0.75508,0.00687,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,5023.45,0.86424,0.91297,0.00721,0.55823,0.75965,0.71759,0.59445,0.71288,0.75333,0.0068,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,5203.06,0.86127,0.88563,0.00718,0.57915,0.71135,0.68309,0.57791,0.69521,0.7134,0.00696,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,5380.22,0.86691,0.88644,0.0072,0.62629,0.74771,0.73124,0.61568,0.69175,0.69372,0.00666,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,5557.05,0.86413,0.87774,0.00733,0.6353,0.68168,0.70072,0.58789,0.69627,0.7088,0.00668,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,5730.61,0.84945,0.84823,0.00719,0.6889,0.63959,0.70664,0.59286,0.70762,0.72648,0.00714,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5897.72,0.84635,0.84317,0.00706,0.59983,0.71338,0.70965,0.60195,0.68242,0.7183,0.00654,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,6063.48,0.83899,0.83324,0.00708,0.69163,0.69326,0.71504,0.60338,0.68729,0.71102,0.00651,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,6228.11,0.82978,0.81806,0.00692,0.65948,0.71967,0.73806,0.63173,0.6785,0.6757,0.00646,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,6392.97,0.8337,0.82013,0.00689,0.65464,0.70673,0.72541,0.61108,0.6858,0.70973,0.00643,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,6558.23,0.82659,0.80038,0.007,0.65805,0.69644,0.70118,0.59017,0.69241,0.71147,0.00646,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,6723.84,0.82973,0.79354,0.00683,0.64072,0.73821,0.73405,0.62945,0.67467,0.73254,0.00622,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,6888.88,0.82206,0.78384,0.00678,0.65828,0.73428,0.71579,0.60775,0.67869,0.71214,0.00614,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,7053.67,0.80899,0.75127,0.00672,0.60462,0.78535,0.7251,0.61426,0.67535,0.70245,0.0063,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,7218.89,0.81914,0.7643,0.00682,0.59117,0.76854,0.74829,0.64285,0.66044,0.67159,0.00595,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,7384.05,0.80644,0.74441,0.00677,0.66315,0.72681,0.74465,0.63671,0.66961,0.68259,0.00614,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,7560.5,0.8121,0.73708,0.00669,0.67228,0.73794,0.74525,0.63456,0.66569,0.68724,0.00604,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,7735.37,0.81264,0.71892,0.00672,0.64648,0.75765,0.75217,0.64376,0.66019,0.70856,0.00596,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,7913.25,0.80162,0.71472,0.00659,0.64976,0.73544,0.74487,0.63337,0.6597,0.70199,0.00621,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,8091.45,0.8088,0.72982,0.00665,0.63551,0.72274,0.74757,0.64136,0.64257,0.65862,0.00581,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,8271.63,0.79815,0.69889,0.0065,0.66117,0.7322,0.73402,0.62952,0.65884,0.67585,0.00598,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,8455.94,0.79156,0.68336,0.00651,0.67354,0.73921,0.74308,0.63655,0.65311,0.70254,0.00595,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,8640.29,0.77306,0.67906,0.00633,0.68008,0.70532,0.75255,0.6486,0.64688,0.70508,0.00585,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,8825.56,0.78746,0.67815,0.0065,0.61214,0.78643,0.74151,0.64006,0.64382,0.68764,0.00576,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,9008.77,0.78144,0.67022,0.00644,0.60138,0.77469,0.72629,0.61722,0.65651,0.71847,0.0058,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,9195.41,0.77981,0.67458,0.00641,0.67295,0.70169,0.72321,0.61458,0.65391,0.71379,0.00592,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,9374.35,0.77745,0.6513,0.00636,0.69212,0.6501,0.72453,0.61815,0.64971,0.76233,0.00584,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,9552.86,0.7673,0.64227,0.00624,0.64399,0.7383,0.72739,0.62709,0.6439,0.73965,0.00578,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,9735.21,0.7569,0.6299,0.00625,0.64612,0.74401,0.7463,0.64276,0.64892,0.75013,0.00588,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,9917.22,0.75233,0.62496,0.00608,0.64943,0.73904,0.73183,0.62741,0.64472,0.71581,0.00579,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,10103.3,0.74926,0.61801,0.00616,0.6516,0.71087,0.73775,0.63521,0.64137,0.74824,0.00574,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,10286.3,0.76128,0.64203,0.00622,0.65092,0.71563,0.74135,0.6364,0.6439,0.70892,0.00584,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,10468.1,0.74485,0.59496,0.00602,0.68446,0.66586,0.73279,0.62607,0.6431,0.76172,0.00576,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,10650.7,0.74155,0.60459,0.00599,0.66258,0.73683,0.73669,0.62906,0.64383,0.73086,0.00564,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,10833.8,0.73653,0.58267,0.00603,0.65119,0.73666,0.73881,0.6337,0.65022,0.74558,0.00573,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,11016.1,0.728,0.56821,0.00589,0.693,0.69396,0.74183,0.63746,0.64142,0.7616,0.00564,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,11201.2,0.73425,0.56362,0.00595,0.65364,0.72461,0.73188,0.62596,0.63646,0.75822,0.00559,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,11379.9,0.72708,0.55914,0.00597,0.6178,0.76078,0.72879,0.627,0.63827,0.77673,0.0056,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,11556.5,0.71817,0.54626,0.00576,0.65196,0.7563,0.74262,0.63746,0.64056,0.77094,0.00559,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,11735.5,0.70897,0.54156,0.00568,0.66657,0.76031,0.74122,0.63864,0.63736,0.76493,0.00551,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,11913.8,0.72379,0.55216,0.00579,0.6991,0.69693,0.75288,0.64796,0.63446,0.7495,0.00556,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,12091.3,0.70503,0.53936,0.00568,0.64877,0.7571,0.74883,0.64431,0.63931,0.75059,0.00552,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,12270.9,0.70853,0.52643,0.0057,0.64588,0.75682,0.73672,0.63293,0.63912,0.78066,0.0055,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,12450.2,0.71501,0.52843,0.00578,0.66731,0.74693,0.74222,0.63705,0.64047,0.77628,0.00547,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,12631.5,0.70034,0.51063,0.00571,0.62068,0.75971,0.73279,0.62979,0.63954,0.80401,0.00549,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,12812.4,0.70002,0.50941,0.00566,0.64338,0.76827,0.75766,0.65338,0.6396,0.7837,0.00546,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,12988.5,0.68404,0.49324,0.00542,0.63545,0.76782,0.7296,0.63031,0.63712,0.79873,0.00556,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,13168.8,0.67854,0.50297,0.00549,0.63986,0.73925,0.73436,0.63333,0.63438,0.80395,0.00549,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,13348.6,0.67991,0.49035,0.00544,0.65257,0.72983,0.73334,0.63148,0.63727,0.79078,0.00554,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,13528.1,0.67108,0.47669,0.00548,0.6838,0.71583,0.74859,0.64535,0.63864,0.7992,0.00552,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,13705.9,0.66997,0.47115,0.00538,0.67185,0.71464,0.74502,0.64361,0.64012,0.80793,0.00551,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,13884.1,0.65883,0.46784,0.00527,0.64092,0.75223,0.73733,0.63418,0.64151,0.80659,0.00557,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,14061,0.65695,0.45243,0.00527,0.64851,0.73456,0.72218,0.623,0.64246,0.80976,0.00556,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,14238.2,0.65571,0.46147,0.00532,0.66285,0.72135,0.72042,0.62048,0.64291,0.8141,0.00556,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,14414.5,0.64817,0.43775,0.00518,0.65406,0.73361,0.72183,0.62252,0.64167,0.81529,0.00554,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,14591.8,0.64455,0.42936,0.00526,0.68874,0.70392,0.72972,0.63065,0.6386,0.80459,0.00552,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,14767.6,0.64849,0.44084,0.00525,0.68813,0.69697,0.73875,0.63764,0.64023,0.79977,0.00553,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,14933.4,0.64673,0.4403,0.00511,0.71138,0.68817,0.74683,0.64489,0.63893,0.80318,0.00552,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,15097.7,0.63111,0.43232,0.00506,0.70654,0.69148,0.73871,0.63633,0.6374,0.81795,0.00552,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,15263.3,0.62722,0.42412,0.00497,0.64332,0.7411,0.74341,0.64136,0.63649,0.83308,0.00551,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,15427.9,0.62643,0.42564,0.00497,0.65462,0.70876,0.72714,0.6259,0.63681,0.85591,0.00552,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,15592.3,0.62697,0.41941,0.00502,0.63813,0.72621,0.72762,0.62718,0.635,0.85745,0.00548,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,15756.9,0.61248,0.41349,0.00489,0.60524,0.74351,0.72485,0.6232,0.63728,0.87102,0.00549,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,317.004,0.46811,0.18769,0.00439,0.61777,0.74503,0.73191,0.63172,0.63743,0.87766,0.00548,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,482.562,0.46204,0.18849,0.00434,0.6127,0.7395,0.72177,0.61997,0.63845,0.87915,0.00548,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,653.016,0.45292,0.17794,0.00428,0.63407,0.75395,0.72966,0.6295,0.64052,0.87741,0.00553,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,827.085,0.44311,0.17072,0.0041,0.62735,0.74348,0.72315,0.62068,0.64205,0.8694,0.00552,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,1001.32,0.43743,0.17074,0.00398,0.66948,0.71153,0.724,0.62058,0.64261,0.87819,0.00551,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,1168.64,0.43586,0.16649,0.00398,0.66576,0.71514,0.72275,0.61959,0.64441,0.88786,0.00552,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,1342.91,0.42735,0.16625,0.00394,0.66078,0.71839,0.72493,0.62075,0.6452,0.89643,0.00553,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,1517.86,0.42283,0.16198,0.00384,0.66711,0.71937,0.72353,0.62073,0.64487,0.90386,0.00554,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,1692.41,0.41736,0.15596,0.00377,0.66353,0.72288,0.72001,0.61719,0.64418,0.91376,0.00552,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,1863.72,0.41331,0.15648,0.00375,0.66107,0.72944,0.72634,0.62029,0.64424,0.91923,0.00553,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
